name,TE,WR,RB,QB,teamplace20,teamplace19,team21,pos21,gp_21,points21,owned22,projected22,actual21,passyd_21,passtds21,int21,runyds21,runtds21,run1st21,rec21,recyds21,rectds21,pass1st21,returnyds21,returntds21,twopoint21,fumble21,pick21,salary21,gp20,points20,owners21,project21,actual20,passyds20,passtd20,passint20,rushyds20,rushtd20,rush1st20,recepts20,recyds20,rectd20,rec1st20,returnyds20,returntd20,pt20,fumble20,pick20,salary20,gp19,points19,owners20,project20,actual19,passyds19,passtd19,passint19,rushyds19,rushtd19,rush1st19,recepts19,recyds19,rectd19,rec1st19,returnyds19,returntd19,pt19,fumble19,pick19,salary19
Davis Mills,0,0,0,1,,,Hou,QB,13,161.96001,8%,209,175,2664,16,10,44,0,5,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Collins,0,1,0,0,,,Hou,WR,14,92.730003,12%,160,280,0,0,0,0,0,0,33,446,1,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royce Freeman,0,0,1,0,,,Hou,RB,15,44.029999,0%,2497,383,0,0,0,169,0,8,10,77,0,4,0,0,0,0,,,16,48.400002,1,2181,376,0,0,0,170,0,10,12,81,0,4,0,0,0,0,,,16,161.67,8,-,153,0,0,0,496,3,22,43,256,1,10,0,0,0,0,191,1
Brevin Jordan,1,0,0,0,,,Hou,TE,9,65.870003,4%,246,335,0,0,0,0,0,0,20,178,3,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare Ogunbowale,0,0,1,0,,,Hou,RB,17,56.299999,0%,2463,352,0,0,0,137,1,5,13,114,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,16,101.07,1,-,257,0,0,0,17,2,3,35,286,0,14,223,0,0,1,,
Brandin Cooks,0,1,0,0,,,Hou,WR,16,255.23,93%,56,67,0,0,0,21,0,1,90,1037,6,45,0,0,0,0,123,6,15,256.67001,81,89,52,0,0,0,0,0,0,81,1150,6,51,0,0,0,0,109,6,14,137.07001,84,-,180,0,0,0,52,0,3,42,583,2,32,0,0,0,0,109,24
Chris Moore,0,1,0,0,,,Hou,WR,12,58.130001,0%,1900,347,0,0,0,0,0,0,21,227,2,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Y. Hilton,0,1,0,0,,,Ind,WR,10,84.07,1%,335,295,0,0,0,0,0,0,23,331,3,15,0,0,0,0,177,1,15,190.8,52,157,108,0,0,0,0,0,0,56,762,5,42,0,0,1,0,62,13,10,142.39999,95,-,173,0,0,0,0,0,0,45,501,5,24,0,0,0,0,42,39
Jonathan Taylor,0,0,1,0,,,Ind,RB,17,484.10001,100%,1,2,0,0,0,1811,18,107,40,360,2,12,0,0,0,2,17,51,15,303.82999,100,5,25,0,0,0,1169,11,69,36,299,1,12,0,0,0,1,38,22,,,,,,,,,,,,,,,,,,,,,
Matt Ryan,0,0,0,1,,,Ind,QB,17,231.92,55%,137,91,3968,20,12,82,1,9,0,0,0,0,0,0,1,4,48,17,16,286.44,85,109,37,4581,26,11,92,2,8,0,0,0,0,0,0,1,3,47,23,15,275.34,97,-,42,4466,26,14,147,1,10,0,0,0,0,0,0,1,5,93,24
Ashton Dulin,0,1,0,0,,,Ind,WR,17,74.330002,0%,2487,314,0,0,0,32,0,1,13,173,2,9,206,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Pittman Jr.,0,1,0,0,,,Ind,WR,17,269.53,99%,27,56,0,0,0,44,0,1,88,1082,6,54,0,0,1,0,153,2,13,107.13,61,127,253,0,0,0,26,0,1,40,503,1,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Ty'Son Williams,0,0,1,0,,,Ind,RB,13,51.099998,0%,1894,364,0,0,0,185,1,8,9,84,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyheim Hines,0,0,1,0,,,Ind,RB,17,158.27,56%,111,182,0,0,0,276,2,15,40,310,1,15,240,0,0,2,165,2,16,264.13,74,114,50,0,0,0,380,3,24,63,482,4,24,370,0,1,0,,,16,170.63,20,-,144,0,0,0,199,2,16,44,320,0,15,404,2,0,1,152,5
Phillip Lindsay,0,0,1,0,,,Ind,RB,14,65.099998,1%,227,336,0,0,0,249,1,11,4,45,1,1,72,0,0,0,182,1,11,83.07,47,130,297,0,0,0,502,1,19,7,28,0,1,0,0,0,0,135,2,16,225.17,88,-,86,0,0,0,1011,7,39,35,196,0,9,0,0,0,0,134,18
Mo Alie-Cox,1,0,0,0,,,Ind,TE,17,91.07,6%,186,285,0,0,0,0,0,0,24,316,4,14,0,0,0,0,,,15,90.269997,2,1788,285,0,0,0,0,0,0,31,394,2,19,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
Jamal Agnew,0,1,0,0,,,Jax,WR,10,145.27,1%,1856,206,0,0,0,111,1,3,24,229,1,14,599,1,0,0,,,14,127.33,0,2383,213,0,0,0,33,0,3,13,89,0,4,961,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
Evan Engram,1,0,0,0,,,Jax,TE,15,115.9,19%,156,249,0,0,0,-3,0,0,46,408,3,21,0,0,0,1,8,3,16,152.2,63,136,170,0,0,0,26,1,1,63,654,1,32,0,0,0,1,122,17,8,122.83,95,-,211,0,0,0,7,0,0,44,467,3,23,0,0,0,0,5,10
James Robinson,0,0,1,0,,,Jax,RB,14,216.5,65%,106,101,0,0,0,767,8,41,31,222,0,9,0,0,0,2,79,20,14,299.92999,92,71,29,0,0,0,1070,7,54,49,344,3,15,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Arnold,1,0,0,0,,,Jax,TE,11,83.5,1%,291,297,0,0,0,0,0,0,35,408,0,20,13,0,1,1,,,16,114.2,2,270,233,0,0,0,0,0,0,31,438,4,24,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
Christian Kirk,0,1,0,0,,,Jax,WR,17,229.39,74%,100,92,33,0,0,11,0,1,77,982,5,44,-5,0,0,0,,,14,183.89999,34,185,116,0,0,0,3,0,1,48,621,6,30,152,0,0,0,132,6,13,189.47,56,-,121,0,0,0,93,0,4,68,709,3,31,39,0,1,0,72,21
Laquon Treadwell,0,1,0,0,,,Jax,WR,12,91.93,0%,1860,283,0,0,0,0,0,0,33,434,1,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hyde,0,0,1,0,,,Jax,RB,12,58.630001,0%,2067,346,0,0,0,253,1,14,12,65,0,1,0,0,0,2,,,10,97.800003,4,183,272,0,0,0,356,4,20,16,93,0,4,0,0,0,0,,,16,196.8,20,-,117,0,0,0,1070,6,55,10,42,0,2,0,0,0,2,189,1
Laviska Shenault Jr.,0,1,0,0,,,Jax,WR,16,138.37,3%,268,217,0,0,0,41,0,2,63,619,0,30,0,0,0,1,133,4,14,186.10001,63,117,114,0,0,0,91,0,6,58,600,5,33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Trevor Lawrence,0,0,0,1,,,Jax,QB,17,221.03999,57%,123,97,3641,12,17,334,2,22,0,0,0,0,0,0,2,5,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Jones,0,1,0,0,,,Jax,WR,17,118.7,2%,264,242,0,0,0,3,0,0,47,546,1,29,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,15,51.700001,0,-,357,0,0,0,3,0,0,27,216,0,10,0,0,0,0,,
Marvin Jones Jr.,0,1,0,0,,,Jax,WR,17,202.47,7%,211,117,0,0,0,0,0,0,73,832,4,42,0,0,0,0,176,1,16,265.20001,59,119,46,0,0,0,0,0,0,76,978,9,52,0,0,0,0,92,5,13,226.92999,79,-,85,0,0,0,0,0,0,62,779,9,41,0,0,0,0,198,3
Travis Kelce,1,0,0,0,14,,KC,TE,16,307.29999,100%,19,33,0,0,0,3,1,1,92,1125,9,63,0,0,0,1,9,46,15,366.56,100,12,13,4,0,0,0,0,0,105,1416,11,79,0,0,1,1,15,38,16,288.32999,100,-,32,0,0,0,4,1,1,97,1229,5,66,0,0,0,1,23,38
Derrick Gore,0,0,1,0,14,,KC,RB,11,67.599998,0%,1861,331,0,0,0,256,2,12,8,105,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecole Hardman,0,1,0,0,14,,KC,WR,17,176,37%,168,149,0,0,0,46,0,2,59,693,2,33,192,0,0,2,99,10,16,176.42999,54,152,133,0,0,0,31,0,2,41,560,4,23,360,1,1,2,110,6,16,217.67,64,-,98,0,0,0,17,0,1,26,538,6,18,871,1,0,2,,
Jerick McKinnon,0,0,1,0,14,,KC,RB,13,42.330002,3%,222,386,0,0,0,62,0,2,13,107,1,6,0,0,0,0,,,16,161.67,8,230,160,0,0,0,319,5,16,33,253,1,12,239,0,0,0,,,,,,,,,,,,,,,,,,,,,,202,1
Patrick Mahomes,0,0,0,1,14,,KC,QB,17,386.66,100%,55,8,4839,37,13,381,2,25,0,0,0,0,0,0,2,4,14,52,15,391.39999,100,33,9,4740,38,6,308,2,21,0,0,0,0,0,0,3,2,19,60,14,298.04001,100,-,25,4031,26,5,218,2,15,0,0,0,0,0,0,1,2,12,42
Clyde Edwards-Helaire,0,0,1,0,14,,KC,RB,10,146.3,91%,73,203,0,0,0,517,4,21,19,129,2,8,0,0,1,2,25,39,13,211.10001,99,22,91,0,0,0,803,4,39,36,297,1,12,0,0,0,0,39,45,,,,,,,,,,,,,,,,,,,,,
Marquez Valdes-Scantling,0,1,0,0,14,,KC,WR,11,96.669998,49%,143,275,0,0,0,0,0,0,26,430,3,18,0,0,0,0,,,16,154.3,8,245,168,0,0,0,13,0,1,33,690,6,27,0,0,0,1,,,16,87.029999,2,-,284,0,0,0,9,0,0,26,452,2,14,0,0,0,0,174,1
Ronald Jones II,0,0,1,0,14,,KC,RB,16,104.07,47%,132,263,0,0,0,428,4,25,10,64,0,2,0,0,0,2,125,5,14,218.8,92,78,77,0,0,0,978,7,48,28,165,1,2,0,0,0,2,104,11,16,190,90,-,120,0,0,0,724,6,34,31,309,0,12,0,0,0,2,,
Jared Cook,1,0,0,0,,,LAC,TE,16,152.60001,1%,325,187,0,0,0,0,0,0,48,564,4,31,0,0,2,0,188,1,15,151.60001,42,168,171,0,0,0,0,0,0,37,504,7,27,0,0,0,1,87,8,14,194,96,-,118,0,0,0,0,0,0,43,705,9,32,0,0,0,0,14,8
DeAndre Carter,0,1,0,0,,,LAC,WR,17,205.42999,0%,2085,112,0,0,0,89,0,4,24,296,3,17,1038,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,16,78,0,-,302,0,0,0,0,0,0,11,162,0,6,522,0,0,1,,
Joshua Palmer,0,1,0,0,,,LAC,WR,17,107.13,9%,217,256,0,0,0,6,0,0,33,353,4,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Ekeler,0,0,1,0,,,LAC,RB,16,422.23001,100%,5,4,0,0,0,911,12,53,70,647,8,31,0,0,2,3,37,50,10,199.87,99,16,98,0,0,0,530,1,26,54,403,2,20,0,0,0,0,40,40,16,359.89999,99,-,5,0,0,0,557,3,32,92,993,8,42,0,0,0,2,186,5
Justin Herbert,0,0,0,1,,,LAC,QB,17,408.76001,100%,54,5,5014,38,15,302,3,28,0,0,0,0,0,0,6,1,68,33,15,342.84,98,79,16,4336,31,10,234,5,20,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,
Donald Parham Jr.,1,0,0,0,,,LAC,TE,14,71.669998,1%,1853,326,0,0,0,0,0,0,20,190,3,13,0,0,1,0,,,13,52.599998,2,221,369,0,0,0,0,0,0,10,159,3,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Jalen Guyton,0,1,0,0,,,LAC,WR,16,114.47,1%,1869,251,0,0,0,34,0,2,31,448,3,21,32,0,0,0,,,16,104.07,2,1803,258,0,0,0,0,0,0,28,511,3,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Keenan Allen,0,1,0,0,,,LAC,WR,16,297.87,100%,30,39,0,0,0,0,0,0,106,1138,6,66,0,0,1,0,52,27,14,289.03,99,26,35,0,0,0,-1,0,0,100,992,8,61,0,0,1,2,49,19,16,297.53,96,-,26,0,0,0,16,0,1,104,1199,6,63,0,0,0,0,45,35
Mike Williams,0,1,0,0,,,LAC,WR,16,277.39999,97%,39,50,0,0,0,0,0,0,76,1146,9,51,0,0,1,0,173,1,15,173.5,71,126,137,0,0,0,1,0,0,48,756,5,35,0,0,0,0,149,2,15,172.92999,67,-,141,0,0,0,2,0,0,49,1001,2,41,0,0,0,0,103,18
Gerald Everett,1,0,0,0,,,LAC,TE,15,137.87,29%,150,218,0,0,0,20,0,2,48,478,4,26,0,0,0,2,91,6,16,104,36,149,260,0,0,0,2,1,1,41,417,1,24,0,0,0,1,,,13,102.2,9,-,254,0,0,0,0,0,0,37,408,2,22,0,0,0,0,,
Tyler Higbee,1,0,0,0,,,LAR,TE,15,171.33,52%,145,161,0,0,0,0,0,0,61,560,5,33,0,0,0,0,126,5,15,147.83,93,73,174,0,0,0,1,0,0,44,521,5,27,0,0,1,0,75,8,15,177.92999,96,-,134,0,0,0,0,0,0,69,734,3,36,0,0,0,0,,
Darrell Henderson Jr.,0,0,1,0,,,LAR,RB,12,210.53,67%,102,108,0,0,0,688,5,39,29,176,3,8,0,0,0,0,113,12,15,165,90,40,151,0,0,0,624,5,40,16,159,1,8,0,0,0,0,184,1,,,,,,,,,,,,,,,,,,,,20,11
Van Jefferson,0,1,0,0,,,LAR,WR,17,186.47,14%,195,131,0,0,0,20,0,1,50,802,6,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Robinson II,0,1,0,0,,,LAR,WR,12,97.330002,95%,45,273,0,0,0,0,0,0,38,410,1,22,0,0,1,0,24,27,16,301.23001,99,25,27,0,0,0,-1,0,0,102,1250,6,68,0,0,0,0,42,25,16,293.67001,99,-,28,0,0,0,2,0,0,98,1147,7,63,0,0,0,0,112,12
Matthew Stafford,0,0,0,1,,,LAR,QB,17,337.73999,94%,93,19,4886,41,17,43,0,8,0,0,0,0,0,0,2,2,6,24,16,272.56,94,101,42,4084,26,10,112,0,12,0,0,0,0,0,0,2,1,138,16,8,171.56,90,-,143,2499,19,5,66,0,5,0,0,0,0,0,0,0,3,145,8
Odell Beckham Jr.,0,1,0,0,,,LAR,WR,14,149.2,17%,206,196,0,0,0,14,0,1,44,537,5,27,0,0,0,0,28,15,7,99.190002,93,63,269,18,0,0,72,1,2,23,319,3,17,0,0,0,0,32,26,16,219.2,100,-,94,20,0,0,10,0,1,74,1035,4,44,-6,0,0,1,26,44
Cooper Kupp,0,1,0,0,,,LAR,WR,17,499.39999,100%,3,1,0,0,0,18,0,1,145,1947,16,89,28,0,1,0,21,24,15,235.23,96,43,64,0,0,0,33,0,3,92,974,3,45,50,0,0,1,72,21,16,302.79999,98,-,23,0,0,0,4,0,0,94,1161,10,51,0,0,0,0,48,25
Josh Jacobs,0,0,1,0,,,LV,RB,15,273.39999,96%,49,53,0,0,0,872,9,45,54,348,0,14,0,0,0,2,67,22,15,269.37,97,44,45,0,0,0,1065,12,61,33,238,0,9,0,0,0,2,3,29,13,233.07001,100,-,77,0,0,0,1150,7,53,20,166,0,8,0,0,0,1,94,27
Hunter Renfrow,0,1,0,0,,,LV,WR,17,323.79999,89%,87,25,0,0,0,3,0,0,103,1038,9,51,303,0,0,1,,,16,172.23,5,263,139,0,0,0,0,0,0,56,656,2,32,265,0,0,1,194,1,13,156.13,31,-,159,0,0,0,0,0,0,49,605,4,31,38,0,0,0,,
Derek Carr,0,0,0,1,,,LV,QB,17,265.95999,89%,105,58,4804,23,14,108,0,9,0,0,0,0,0,0,0,5,83,13,16,282.12,39,161,38,4103,27,9,140,3,16,0,0,0,0,0,0,1,8,144,3,16,247.36,27,-,65,4054,21,8,82,2,7,0,0,0,0,0,0,0,3,155,9
Keelan Cole,0,1,0,0,,,LV,WR,15,99.93,0%,1863,266,0,0,0,0,0,0,28,449,1,20,140,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,16,102.67,0,-,253,0,0,0,6,0,0,24,361,3,19,110,0,0,0,,
Brandon Bolden,0,0,1,0,,,LV,RB,17,153.8,1%,1862,185,0,0,0,226,1,12,41,405,2,21,62,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,15,105.7,0,-,246,0,0,0,68,3,5,9,111,1,6,515,0,0,0,,
Kenyan Drake,0,0,1,0,,,LV,RB,12,141,6%,250,213,0,0,0,254,2,15,30,291,1,12,192,0,0,0,162,1,15,231.63,83,95,69,0,0,0,955,10,59,25,137,0,5,0,0,0,1,5,31,14,251.2,100,-,55,0,0,0,817,8,48,50,345,0,15,15,0,1,1,177,4
Demarcus Robinson,0,1,0,0,,,LV,WR,17,79.900002,0%,1897,301,0,0,0,0,0,0,25,264,3,13,3,0,0,0,,,16,124.87,2,1785,218,0,0,0,0,0,0,45,466,3,26,8,0,0,1,,,16,112.93,2,-,237,0,0,0,0,0,0,32,449,4,19,0,0,0,0,,
Ameer Abdullah,0,0,1,0,,,LV,RB,17,167.47,1%,2308,165,0,0,0,166,0,8,38,289,1,13,646,0,0,0,,,16,75.269997,0,2365,314,0,0,0,42,0,4,8,58,2,4,352,0,0,0,,,16,79.870003,0,-,299,0,0,0,115,0,4,15,88,1,5,325,0,0,1,,
Mack Hollins,0,1,0,0,,,LV,WR,17,71.870003,0%,2096,324,0,0,0,0,0,0,14,223,4,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Waller,1,0,0,0,,,LV,TE,11,146.33,99%,52,202,0,0,0,0,0,0,55,665,2,31,0,0,0,0,66,48,16,325.73001,100,27,19,0,0,0,0,0,0,107,1196,9,69,0,0,1,2,117,22,16,241.83,98,-,69,0,0,0,5,0,0,90,1145,3,53,0,0,0,1,,
Foster Moreau,1,0,0,0,,,LV,TE,17,94.870003,1%,282,276,0,0,0,0,0,0,30,373,3,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,13,86.599998,0,-,286,0,0,0,0,0,0,21,174,5,14,0,0,0,0,,
Davante Adams,0,1,0,0,,,LV,WR,16,398.53,100%,13,6,0,0,0,0,0,0,123,1553,11,84,0,0,0,0,23,49,14,421.60001,100,19,2,0,0,0,0,0,0,115,1374,18,73,0,0,0,1,26,49,12,243.47,100,-,66,0,0,0,0,0,0,83,997,5,54,0,0,1,1,54,57
Tua Tagovailoa,0,0,0,1,,,Mia,QB,13,193.92,73%,119,122,2653,16,10,128,3,13,0,0,0,0,0,0,1,1,7,17,10,142.46001,39,165,184,1814,11,5,109,3,13,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
Mike Gesicki,1,0,0,0,,,Mia,TE,17,182,82%,129,140,0,0,0,0,0,0,73,780,2,39,0,0,1,0,154,1,15,183.87,90,113,117,0,0,0,0,0,0,53,703,6,36,0,0,0,0,137,7,16,152,81,-,163,0,0,0,0,0,0,51,570,5,25,0,0,0,1,,
Teddy Bridgewater,0,0,0,1,,,Mia,QB,14,218.67999,1%,319,100,3052,18,7,106,2,16,0,0,0,0,0,0,1,1,143,3,15,249.22,6,314,53,3733,15,11,279,5,18,0,0,0,0,0,0,1,3,186,2,9,94.459999,31,-,269,1384,9,2,31,0,4,0,0,0,0,0,0,0,0,,
Tyreek Hill,0,1,0,0,,,Mia,WR,17,352.20001,100%,26,14,0,0,0,96,0,4,111,1239,9,75,0,0,0,1,2,55,15,374.37,100,9,11,0,0,0,123,2,5,87,1276,15,57,0,0,0,0,1,38,12,213.63,100,-,100,0,0,0,23,0,1,58,860,7,39,0,0,0,0,44,45
Jaylen Waddle,0,1,0,0,,,Mia,WR,16,303.26999,97%,41,35,0,0,0,3,1,1,104,1015,6,59,193,0,0,1,82,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Michel,0,0,1,0,,,Mia,RB,17,208.03,14%,175,111,0,0,0,845,4,49,21,128,1,6,90,0,0,1,166,1,9,95.5,9,176,275,0,0,0,449,1,19,7,114,1,5,0,0,0,0,124,2,16,197.47,79,-,116,0,0,0,912,7,55,12,94,0,7,0,0,0,1,107,15
Cedrick Wilson Jr.,0,1,0,0,,,Mia,WR,16,171.35001,2%,327,160,88,0,0,11,0,1,45,602,6,27,36,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Edmonds,0,0,1,0,,,Mia,RB,12,175.92999,89%,69,150,0,0,0,592,2,32,43,311,0,11,0,0,0,1,84,10,16,245.3,92,64,56,0,0,0,448,1,22,53,402,4,21,417,0,0,0,166,1,13,90.300003,39,-,279,0,0,0,303,4,12,12,105,1,5,0,0,0,0,,
Myles Gaskin,0,0,1,0,,,Mia,RB,17,214.7,5%,220,103,0,0,0,612,3,25,49,234,4,13,29,0,0,1,104,10,10,188.27,94,47,111,0,0,0,584,3,27,41,388,2,12,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
Salvon Ahmed,0,0,1,0,,,Mia,RB,12,46.700001,0%,2046,375,0,0,0,149,0,8,12,117,0,4,0,0,0,0,,,6,80.970001,5,203,302,0,0,0,319,3,18,11,61,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
Durham Smythe,1,0,0,0,,,Mia,TE,17,75.099998,0%,1876,311,0,0,0,3,0,2,34,357,0,15,0,0,0,0,,,15,69.370003,0,1816,326,0,0,0,0,0,0,26,208,2,13,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
K.J. Osborn,0,1,0,0,,,Min,WR,17,179.97,11%,178,143,0,0,0,10,0,1,50,655,7,26,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Cousins,0,0,0,1,,,Min,QB,16,308.34,85%,101,32,4221,33,7,115,1,8,0,0,0,0,0,0,0,2,42,21,16,320.20001,82,111,21,4265,35,13,156,1,16,0,0,0,0,0,0,5,5,83,14,15,250.42,51,-,57,3603,26,6,63,1,8,0,0,0,0,0,0,1,3,101,21
Alexander Mattison,0,0,1,0,,,Min,RB,16,160.10001,63%,108,178,0,0,0,491,3,28,32,228,1,10,18,0,0,1,183,1,13,109.73,49,120,243,0,0,0,434,2,24,13,125,1,5,0,0,0,0,,,13,85.669998,64,-,290,0,0,0,462,1,19,10,82,0,3,0,0,0,1,182,1
Justin Jefferson,0,1,0,0,,,Min,WR,17,372.53,100%,2,11,35,0,0,14,0,1,108,1616,10,75,0,0,0,1,43,41,16,299.53,100,18,30,0,0,0,2,0,0,88,1400,7,58,0,0,2,0,174,1,,,,,,,,,,,,,,,,,,,,,
Kene Nwangwu,0,0,1,0,,,Min,RB,11,79.599998,1%,2490,302,0,0,0,61,0,3,4,9,0,0,579,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Wilson,0,1,0,0,,,Min,WR,14,52.099998,0%,2074,362,0,0,0,17,0,1,25,213,0,10,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,13,102.7,1,-,252,20,0,0,45,0,1,43,351,1,22,0,0,0,0,,
Dalvin Cook,0,0,1,0,,,Min,RB,13,264.82999,100%,6,60,0,0,0,1159,6,57,34,224,0,9,0,0,1,2,4,67,14,403.76999,100,2,5,0,0,0,1557,16,91,44,361,1,17,0,0,3,3,31,53,14,335.10001,100,-,12,0,0,0,1135,13,60,53,519,0,26,0,0,0,2,24,45
Adam Thielen,0,1,0,0,,,Min,WR,13,232.60001,91%,85,90,0,0,0,2,0,0,67,726,10,37,0,0,0,0,85,14,15,303.17001,96,49,26,0,0,0,15,0,0,74,925,14,52,0,0,1,0,27,32,10,129.47,99,-,200,0,0,0,6,1,1,30,418,6,18,0,0,0,0,27,37
Nelson Agholor,0,1,0,0,,,NE,WR,15,116.63,1%,279,247,0,0,0,11,0,0,37,473,3,23,0,0,0,0,,,16,208.73,54,179,92,0,0,0,0,0,0,48,896,8,37,0,0,0,0,,,11,106.6,2,-,242,0,0,0,7,0,1,39,363,3,17,7,0,1,1,168,1
Jonnu Smith,1,0,0,0,,,NE,TE,16,76.599998,2%,289,307,0,0,0,40,0,2,28,294,1,15,0,0,0,0,178,2,15,165.27,70,131,150,0,0,0,4,1,1,41,448,8,25,0,0,0,0,131,3,16,115.67,75,-,228,0,0,0,78,0,2,35,439,3,16,16,0,0,0,,
Jakobi Meyers,0,1,0,0,,,NE,WR,17,204.13,33%,142,115,45,0,0,9,0,0,83,866,2,42,7,0,2,1,189,1,14,155.22,11,198,166,43,2,0,9,0,0,59,729,0,37,0,0,1,1,,,15,66.93,1,-,325,0,0,0,0,0,0,26,359,0,17,0,0,0,0,139,1
Kendrick Bourne,0,1,0,0,,,NE,WR,17,197.83,8%,183,119,25,1,0,125,0,7,55,800,5,27,0,0,0,1,,,15,146.47,2,342,176,0,0,0,0,0,0,49,667,2,35,0,0,1,0,,,16,118.87,2,-,217,0,0,0,0,0,0,30,358,5,23,0,0,1,0,,
Lil'Jordan Humphrey,0,1,0,0,,,NE,WR,10,54.599998,0%,1872,357,0,0,0,0,0,0,13,249,2,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Harris,0,0,1,0,,,NE,RB,15,264.70001,93%,50,61,0,0,0,929,15,55,18,132,0,4,0,0,0,2,142,13,10,119.57,88,65,224,0,0,0,691,2,30,5,52,0,4,0,0,0,0,163,3,,,,,,,,,,,,,,,,,,,,,
Hunter Henry,1,0,0,0,,,NE,TE,17,196.2,74%,127,121,0,0,0,0,0,0,50,603,9,34,0,0,0,0,141,1,14,167.87,83,139,146,0,0,0,0,0,0,60,613,4,35,0,0,0,0,34,8,12,174.47,97,-,140,0,0,0,0,0,0,55,652,5,36,0,0,1,1,56,15
Mac Jones,0,0,0,1,,,NE,QB,17,246.94,43%,165,75,3801,22,13,129,0,22,0,0,0,0,0,0,2,3,184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVante Parker,0,1,0,0,,,NE,WR,10,119.33,38%,130,241,0,0,0,0,0,0,40,515,2,29,0,0,0,0,,,14,192.87,59,122,106,0,0,0,0,0,0,63,793,4,45,0,0,0,0,52,20,16,282.13,96,-,37,0,0,0,0,0,0,72,1202,9,58,0,0,0,0,,
Rhamondre Stevenson,0,0,1,0,,,NE,RB,12,146.8,87%,77,201,0,0,0,606,5,33,14,123,0,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Ingram II,0,0,1,0,,,NO,RB,14,134.2,18%,192,227,0,0,0,554,2,22,27,162,0,9,0,0,0,1,180,2,11,63.23,7,181,343,0,0,0,299,2,14,6,50,0,2,0,0,0,0,88,14,15,293.26999,97,-,30,0,0,0,1018,10,53,26,247,5,16,0,0,2,2,97,18
Jarvis Landry,0,1,0,0,,,NO,WR,12,151,36%,147,189,0,0,0,40,2,4,52,570,2,29,0,0,0,2,107,6,15,212.96001,81,108,87,74,1,0,10,1,3,72,840,3,46,0,0,0,0,105,13,16,271.57001,92,-,43,0,0,0,10,0,1,83,1174,6,55,53,0,0,0,136,15
